	MI
pro___con	9.492170645256321
lowe___kroeck	9.45964745355076
niehoff___mackenzie	9.45964745355076
gemba___walk	9.45964745355076
mackenzie___moorman	9.45964745355076
kim___jong	9.45964745355076
usi___ng	9.45964745355076
tight___coupling	9.435930926933443
franklin___roosevelt	9.433330145233386
mayo___pastor	9.420426740397481
slap___ship	9.420426740397481
epitropaki___martin	9.410857289381328
united___kingdom	9.40515926826669
ashkanasy___tse	9.40515926826669
hackman___oldham	9.397612062631307
martial___art	9.395108932413187
ghana___botswana	9.395108932413187
doctoral___dissertation	9.382686412414634
lee___kuan	9.382686412414634
taylor___hansen	9.382686412414634
lee___hsien	9.382686412414634
moorman___fetter	9.382686412414634
harm___credé	9.382686412414634
stress##related___illness	9.382686412414634
sportsmanship___courtesy	9.364337273746436
gross___domestic	9.360707505695856
hardware___software	9.346318768243757
hersey___b1anchard	9.346318768243757
wei___en	9.346318768243757
knowable___malleable	9.346318768243757
touch___bodily	9.346318768243757
seize___freezing	9.346318768243757
hersey___duldt	9.346318768243757
feminism___date	9.346318768243757
schmidt___hunter	9.299798752608863
bennis___nanus	9.286895347772957
charity___veracity	9.277325896756805
online___supplemental	9.277325896756805
sweden___norway	9.277325896756805
wall___street	9.277325896756805
goldman___hogg	9.277325896756805
lies___gerhardt	9.277325896756805
healthful___regeneration	9.27348712044964
cold___hot	9.269027093942109
save___children	9.238105183603524
terrorist___attack	9.236503902236553
katz___kahn	9.22937150363477
jessica___benjamin	9.228535732587373
kirkpatrick___lockes	9.212787375619234
baron___kenny	9.212787375619234
m1___m2	9.212787375619234
parnes___osborn	9.212787375619234
quinn___spreitzer	9.200364855620677
ambient___noise	9.1921680884165
supplementary___split##group	9.1921680884165
lewin___lippit	9.18201571695248
cronbach___alpha	9.18201571695248
kurt___lewin	9.18201571695248
enactive___mastery	9.177696055807962
infantry___squad	9.17196538109898
elevation___convert	9.17196538109898
ontological___epistemological	9.159542861100423
depressive___symptomatology	9.152162753802802
bulgarian___communist	9.132744667945698
sayle___lateral	9.132744667945698
hall___merenda	9.09500433996285
s2___selling	9.09500433996285
schwäbisch___hall	9.09500433996285
hollander___julian	9.067605365774737
truth___cartesian	9.040937118692575
liden___maslyn	9.040937118692575
postal___trainee	9.027865037125222
cardiovascular___disease	9.0260114684759
de___cremer	9.014961632289314
